epoch,train_loss,val_loss,train_rmse,val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
25,0.10409385,0.10206878,0.31753826,0.07607116,1.26029895e-01,9.77703151e-02,8.08868249e-02,2.77374762e-02
26,0.10370025,0.10238164,0.31686525,0.07607587,1.26732846e-01,9.82373227e-02,8.12989526e-02,2.77724675e-02
27,0.10355244,0.10221403,0.31662447,0.07608037,1.26384054e-01,9.92613745e-02,8.12056675e-02,2.78577668e-02
28,0.10315757,0.10226205,0.31595345,0.07595998,1.27308847e-01,9.94203180e-02,8.15617660e-02,2.78651241e-02
29,0.10289704,0.10196438,0.31551482,0.07601372,1.27368703e-01,9.97053234e-02,8.15533879e-02,2.82250176e-02
30,0.10261371,0.10168030,0.31504637,0.07579245,1.27572997e-01,1.00196498e-01,8.17103874e-02,2.80463207e-02
31,0.10235842,0.10203025,0.31460010,0.07583261,1.28030395e-01,1.01322237e-01,8.16641172e-02,2.83780865e-02
32,0.10208458,0.10113937,0.31415027,0.07576068,1.28217861e-01,1.00854573e-01,8.19604205e-02,2.84359986e-02
33,0.10190747,0.10148436,0.31384474,0.07574434,1.28293044e-01,1.02213273e-01,8.18463668e-02,2.85756701e-02
34,0.10161783,0.10102068,0.31335975,0.07562600,1.28658735e-01,1.01753890e-01,8.21737929e-02,2.87898930e-02
35,0.10128219,0.10229505,0.31279755,0.07585261,1.28986238e-01,1.02094433e-01,8.21957716e-02,2.88979407e-02
36,0.10107791,0.10160380,0.31245365,0.07571223,1.29243903e-01,1.02319334e-01,8.22143288e-02,2.90795646e-02
37,0.10080536,0.10159176,0.31198230,0.07585607,1.29456236e-01,1.03504298e-01,8.23174848e-02,2.90279581e-02
38,0.10055909,0.10062898,0.31156573,0.07559412,1.29739055e-01,1.03778846e-01,8.23362925e-02,2.93160850e-02
39,0.10024459,0.10147971,0.31102361,0.07581456,1.30118750e-01,1.04299638e-01,8.25266530e-02,2.96722436e-02
40,0.10020535,0.10145940,0.31096584,0.07580226,1.29808506e-01,1.04638469e-01,8.25239644e-02,2.95985835e-02
41,0.09976060,0.10203073,0.31021109,0.07598189,1.30268910e-01,1.04532416e-01,8.29129803e-02,2.97356070e-02
42,0.09964988,0.10143304,0.31002697,0.07577777,1.30548723e-01,1.04616133e-01,8.28136976e-02,2.98305201e-02
43,0.09940039,0.10128319,0.30960667,0.07570536,1.30438364e-01,1.05416727e-01,8.27849496e-02,3.01135468e-02
44,0.09911176,0.10170067,0.30910751,0.07563162,1.30829894e-01,1.05561533e-01,8.30747461e-02,2.99835185e-02
45,0.09901580,0.10142434,0.30893840,0.07564922,1.31029370e-01,1.06252747e-01,8.29003628e-02,3.02131822e-02
46,0.09876200,0.10154063,0.30851298,0.07575481,1.30873433e-01,1.06349717e-01,8.30349899e-02,3.01916832e-02
47,0.09861651,0.10223693,0.30826445,0.07577464,1.31373351e-01,1.05968212e-01,8.30586702e-02,3.03213653e-02
48,0.09854920,0.10202298,0.30815497,0.07584512,1.31185676e-01,1.06121720e-01,8.30484657e-02,3.04729346e-02
49,0.09832077,0.10239138,0.30776511,0.07562490,1.31333495e-01,1.06367591e-01,8.33028718e-02,3.05233147e-02
50,0.09810942,0.10235532,0.30738109,0.07576777,1.31635657e-01,1.07151275e-01,8.34339625e-02,3.06519338e-02
51,0.09786050,0.10165705,0.30696628,0.07569289,1.31851539e-01,1.07428899e-01,8.34417082e-02,3.03903575e-02
52,0.09758410,0.10287739,0.30649070,0.07592527,1.32023362e-01,1.07518674e-01,8.36133717e-02,3.07208295e-02
53,0.09739472,0.10306807,0.30616831,0.07597001,1.32058788e-01,1.08129465e-01,8.33266445e-02,3.08543433e-02
54,0.09715243,0.10260175,0.30575075,0.07589748,1.32253118e-01,1.08098767e-01,8.37142985e-02,3.09114073e-02
55,0.09717486,0.10296670,0.30578456,0.07579574,1.32065091e-01,1.08502867e-01,8.35755735e-02,3.08507274e-02
56,0.09689387,0.10276988,0.30530280,0.07576565,1.32516297e-01,1.08151670e-01,8.37686537e-02,3.08576558e-02
57,0.09676795,0.10273838,0.30509678,0.07582479,1.32387076e-01,1.08403159e-01,8.36904067e-02,3.09662261e-02
58,0.09663355,0.10266749,0.30486344,0.07573484,1.32581664e-01,1.08318236e-01,8.38010157e-02,3.09734386e-02
59,0.09640049,0.10280104,0.30445790,0.07564324,1.32656198e-01,1.08689512e-01,8.37528630e-02,3.09831914e-02
60,0.09621933,0.10462105,0.30414529,0.07622080,1.32930907e-01,1.08752566e-01,8.38702522e-02,3.11250257e-02
61,0.09602624,0.10296784,0.30382074,0.07578221,1.32765284e-01,1.08566278e-01,8.38962424e-02,3.12309213e-02
62,0.09593606,0.10304947,0.30364818,0.07572476,1.33089050e-01,1.08950295e-01,8.39437221e-02,3.12445512e-02
63,0.09578347,0.10351607,0.30341113,0.07583271,1.33235111e-01,1.08335791e-01,8.38967371e-02,3.10526467e-02
64,0.09567924,0.10381223,0.30325017,0.07603240,1.32783154e-01,1.08643583e-01,8.38527865e-02,3.10039876e-02
65,0.09532498,0.10395527,0.30262089,0.07600603,1.33489936e-01,1.08836240e-01,8.39849327e-02,3.12030677e-02
66,0.09533350,0.10457174,0.30264293,0.07606430,1.33306302e-01,1.08672516e-01,8.39544466e-02,3.10884187e-02
67,0.09524066,0.10440389,0.30247876,0.07613090,1.33506211e-01,1.08860970e-01,8.38085002e-02,3.12579700e-02
68,0.09511683,0.10418661,0.30227042,0.07596218,1.33427372e-01,1.08502618e-01,8.39292189e-02,3.12572322e-02
69,0.09500662,0.10441544,0.30207347,0.07609835,1.33389259e-01,1.09542619e-01,8.40114654e-02,3.13891483e-02
70,0.09493625,0.10441509,0.30195078,0.07613363,1.33742609e-01,1.08356927e-01,8.40657927e-02,3.12468881e-02
71,0.09501327,0.10575024,0.30211332,0.07631259,1.33224979e-01,1.08536347e-01,8.39521497e-02,3.12955105e-02
72,0.09475954,0.10541946,0.30165229,0.07615125,1.33589359e-01,1.08977591e-01,8.39274297e-02,3.12152032e-02
73,0.09490465,0.10545696,0.30190692,0.07618413,1.33552572e-01,1.08702845e-01,8.39436774e-02,3.12967176e-02
74,0.09477715,0.10501845,0.30166159,0.07607002,1.33663067e-01,1.09921902e-01,8.40107613e-02,3.13114824e-02
75,0.09460559,0.10503072,0.30138681,0.07619156,1.33586148e-01,1.09615525e-01,8.39431990e-02,3.13760006e-02
76,0.09457361,0.10541399,0.30130824,0.07626392,1.33688649e-01,1.10493209e-01,8.39038957e-02,3.14323624e-02
77,0.09453558,0.10479256,0.30126486,0.07616925,1.33853090e-01,1.09377095e-01,8.38681772e-02,3.12305844e-02
78,0.09455625,0.10593931,0.30129918,0.07643797,1.33564893e-01,1.09624263e-01,8.38885182e-02,3.13217220e-02
79,0.09436731,0.10582925,0.30096496,0.07638423,1.33825655e-01,1.09859593e-01,8.37692933e-02,3.13347978e-02
80,0.09428636,0.10627907,0.30082840,0.07639898,1.33924366e-01,1.09811502e-01,8.38709178e-02,3.12131494e-02
81,0.09426407,0.10595439,0.30079294,0.07628388,1.33826539e-01,1.09782017e-01,8.39274146e-02,3.12726900e-02
82,0.09424833,0.10568163,0.30075167,0.07626327,1.33912820e-01,1.10285605e-01,8.39327748e-02,3.12549793e-02
83,0.09404143,0.10638611,0.30041625,0.07649550,1.34128051e-01,1.09731000e-01,8.37184929e-02,3.13856245e-02
84,0.09405957,0.10683162,0.30041950,0.07659816,1.34180185e-01,1.10352678e-01,8.39019478e-02,3.12584870e-02
85,0.09415780,0.10611650,0.30060871,0.07652927,1.33948273e-01,1.09501276e-01,8.38612892e-02,3.13017297e-02
86,0.09398131,0.10705019,0.30028817,0.07660168,1.34126158e-01,1.10513983e-01,8.39493403e-02,3.12713104e-02
87,0.09393574,0.10659323,0.30021614,0.07655327,1.34036553e-01,1.10152905e-01,8.38758681e-02,3.14524761e-02
88,0.09377443,0.10626756,0.29995989,0.07648374,1.33937137e-01,1.09897499e-01,8.38225247e-02,3.14701620e-02
89,0.09382144,0.10682040,0.30002243,0.07663468,1.34153075e-01,1.10519994e-01,8.37017061e-02,3.13191900e-02
90,0.09366303,0.10700344,0.29972502,0.07660012,1.34406465e-01,1.10509318e-01,8.39675182e-02,3.13312176e-02
91,0.09360866,0.10730192,0.29966593,0.07657911,1.34154566e-01,1.09640544e-01,8.37396383e-02,3.13347157e-02
92,0.09351461,0.10777349,0.29950822,0.07673598,1.34172402e-01,1.09942366e-01,8.36865433e-02,3.14489320e-02
93,0.09348660,0.10702184,0.29943861,0.07654422,1.34325385e-01,1.09973682e-01,8.39093349e-02,3.14129257e-02
94,0.09353765,0.10748443,0.29953372,0.07673970,1.34085827e-01,1.10407803e-01,8.37939236e-02,3.13210109e-02
95,0.09352947,0.10751300,0.29951721,0.07671617,1.34258419e-01,1.09995772e-01,8.39068046e-02,3.13956087e-02
96,0.09329357,0.10754327,0.29912152,0.07661961,1.34254620e-01,1.09801021e-01,8.38324116e-02,3.14278222e-02
97,0.09347584,0.10759564,0.29941802,0.07667978,1.34340749e-01,1.10486884e-01,8.38379048e-02,3.12281400e-02
98,0.09344845,0.10780846,0.29938318,0.07669269,1.34053645e-01,1.10159374e-01,8.37615530e-02,3.13459442e-02
99,0.09319733,0.10773401,0.29892984,0.07668604,1.34537236e-01,1.10314775e-01,8.38658501e-02,3.14505489e-02
100,0.09334896,0.10821322,0.29920005,0.07676092,1.34280416e-01,1.10499562e-01,8.38987318e-02,3.12952078e-02
101,0.09319035,0.10792605,0.29893003,0.07668380,1.34296424e-01,1.10333002e-01,8.38505398e-02,3.13625636e-02
102,0.09332069,0.10827546,0.29914767,0.07675354,1.34199802e-01,1.10463850e-01,8.37817805e-02,3.14178923e-02
103,0.09330931,0.10796704,0.29914154,0.07675888,1.34327003e-01,1.10092532e-01,8.36950204e-02,3.12399092e-02
104,0.09306929,0.10824842,0.29870155,0.07680828,1.34628281e-01,1.10855318e-01,8.37322069e-02,3.13086942e-02
105,0.09314177,0.10850363,0.29882952,0.07689649,1.34512078e-01,1.10573810e-01,8.40125464e-02,3.13241222e-02
106,0.09314778,0.10842338,0.29884968,0.07675519,1.34277983e-01,1.10556858e-01,8.38331273e-02,3.11905681e-02
107,0.09310445,0.10833351,0.29876197,0.07682626,1.34355087e-01,1.10909642e-01,8.38192983e-02,3.12193954e-02
108,0.09290548,0.10807650,0.29842686,0.07682940,1.34422584e-01,1.11039939e-01,8.37069483e-02,3.12516303e-02
109,0.09317410,0.10926746,0.29888273,0.07699390,1.34510334e-01,1.10797880e-01,8.38219492e-02,3.13651736e-02
110,0.09314256,0.10838261,0.29883874,0.07678304,1.34518897e-01,1.10534359e-01,8.37623561e-02,3.12928820e-02
111,0.09302299,0.10749804,0.29861334,0.07666909,1.34411605e-01,1.11528620e-01,8.39343480e-02,3.13446977e-02
112,0.09299029,0.10900537,0.29857778,0.07692071,1.34413633e-01,1.10714597e-01,8.37944823e-02,3.11430925e-02
113,0.09293273,0.10939815,0.29847373,0.07699756,1.34421836e-01,1.10712812e-01,8.37551924e-02,3.13485765e-02
114,0.09279873,0.10814136,0.29822835,0.07684135,1.34563194e-01,1.11173129e-01,8.37719016e-02,3.13995965e-02
115,0.09299146,0.10848062,0.29856919,0.07685780,1.34373229e-01,1.11026567e-01,8.37633238e-02,3.13464470e-02
116,0.09286816,0.10879071,0.29836605,0.07693043,1.34246285e-01,1.11485168e-01,8.37881079e-02,3.13375660e-02
117,0.09283141,0.10896472,0.29829419,0.07687961,1.34623393e-01,1.10736906e-01,8.38289876e-02,3.14031524e-02
118,0.09266596,0.10869161,0.29800287,0.07690023,1.34770842e-01,1.10914272e-01,8.38005741e-02,3.13474106e-02
