epoch,train_loss,val_loss,train_rmse,val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
43,0.10412225,0.10182887,0.31756301,0.07604706,1.25910902e-01,9.89005093e-02,8.08436453e-02,2.79716959e-02
44,0.10375618,0.10187193,0.31695407,0.07587353,1.26430460e-01,9.87968166e-02,8.11562369e-02,2.78930219e-02
45,0.10348855,0.10158856,0.31650695,0.07597554,1.26876474e-01,9.94915712e-02,8.10059524e-02,2.81024501e-02
46,0.10320326,0.10178782,0.31602248,0.07604718,1.26762621e-01,1.00284873e-01,8.12561864e-02,2.81461731e-02
47,0.10304286,0.10172415,0.31574725,0.07587048,1.27367927e-01,1.00144503e-01,8.13301406e-02,2.82712055e-02
48,0.10279922,0.10166829,0.31534568,0.07593417,1.27317866e-01,1.00673078e-01,8.14179438e-02,2.83011145e-02
49,0.10261332,0.10173040,0.31503140,0.07575884,1.27578671e-01,1.00796426e-01,8.17060162e-02,2.84170983e-02
50,0.10238694,0.10170793,0.31462804,0.07584104,1.27954608e-01,1.01884484e-01,8.17171218e-02,2.85189689e-02
51,0.10219362,0.10120946,0.31431934,0.07579119,1.28134313e-01,1.02031006e-01,8.16399293e-02,2.84230251e-02
52,0.10198194,0.10164639,0.31395594,0.07580330,1.28431644e-01,1.01944747e-01,8.20161578e-02,2.86072265e-02
53,0.10178140,0.10150791,0.31362593,0.07573401,1.28337316e-01,1.02824374e-01,8.17243358e-02,2.88849859e-02
54,0.10164650,0.10132605,0.31340025,0.07578407,1.28608282e-01,1.02322159e-01,8.20097227e-02,2.89577240e-02
55,0.10168434,0.10121671,0.31345413,0.07562712,1.28636118e-01,1.02595171e-01,8.19307521e-02,2.89506299e-02
56,0.10158775,0.10120442,0.31328155,0.07566814,1.28778659e-01,1.03061685e-01,8.20683948e-02,2.89360152e-02
57,0.10158339,0.10146104,0.31330139,0.07573818,1.28459141e-01,1.02750612e-01,8.19327376e-02,2.88318390e-02
58,0.10155740,0.10132820,0.31325130,0.07571621,1.28719563e-01,1.02457702e-01,8.19415925e-02,2.89953858e-02
59,0.10146743,0.10118412,0.31310226,0.07567170,1.28752597e-01,1.02668102e-01,8.19495041e-02,2.89802026e-02
60,0.10148456,0.10130897,0.31313868,0.07572991,1.28623250e-01,1.02384488e-01,8.20593818e-02,2.90848827e-02
61,0.10151454,0.10117613,0.31314341,0.07571479,1.28664288e-01,1.03909031e-01,8.20343493e-02,2.91809514e-02
62,0.10130682,0.10065426,0.31278740,0.07552152,1.28994019e-01,1.04427690e-01,8.21349305e-02,2.93495111e-02
63,0.10102020,0.10143874,0.31231768,0.07569681,1.29438433e-01,1.03970605e-01,8.23178189e-02,2.93624453e-02
64,0.10086755,0.10149781,0.31207182,0.07584859,1.29089035e-01,1.04566557e-01,8.23305242e-02,2.94569382e-02
65,0.10054330,0.10135029,0.31150769,0.07577400,1.29714869e-01,1.04950955e-01,8.23761228e-02,2.98721446e-02
66,0.10041935,0.10215445,0.31128977,0.07592517,1.29771922e-01,1.05582045e-01,8.24681671e-02,2.98608032e-02
67,0.10017049,0.10122493,0.31087808,0.07574688,1.30038410e-01,1.05363894e-01,8.25436708e-02,3.00848610e-02
68,0.09990613,0.10129387,0.31043185,0.07555268,1.30107243e-01,1.05367839e-01,8.27133819e-02,3.03379365e-02
69,0.09974220,0.10162390,0.31015518,0.07574290,1.30123675e-01,1.06384681e-01,8.27483173e-02,3.02893897e-02
70,0.09951725,0.10157759,0.30977428,0.07573361,1.30569321e-01,1.05305286e-01,8.28825125e-02,3.03256787e-02
71,0.09951842,0.10220184,0.30980066,0.07580898,1.30069185e-01,1.05497644e-01,8.29489844e-02,3.03339184e-02
72,0.09926393,0.10154395,0.30935413,0.07555503,1.30571165e-01,1.05981647e-01,8.28536759e-02,3.02818830e-02
73,0.09933820,0.10184467,0.30949063,0.07561077,1.30632748e-01,1.05352984e-01,8.28993111e-02,3.04895486e-02
74,0.09919568,0.10155758,0.30922925,0.07560497,1.30776182e-01,1.06249980e-01,8.30760887e-02,3.04080283e-02
75,0.09904937,0.10144057,0.30900231,0.07560236,1.30660352e-01,1.06009400e-01,8.30495634e-02,3.04897015e-02
76,0.09900451,0.10149105,0.30890030,0.07559867,1.30801197e-01,1.07295097e-01,8.30572006e-02,3.05297206e-02
77,0.09901701,0.10129940,0.30894053,0.07552685,1.30960475e-01,1.06280005e-01,8.29973806e-02,3.04701865e-02
78,0.09897516,0.10151534,0.30888011,0.07561645,1.30607828e-01,1.06086435e-01,8.30690994e-02,3.04121295e-02
79,0.09885531,0.10142418,0.30867506,0.07558434,1.30986971e-01,1.06067541e-01,8.29513305e-02,3.04980896e-02
80,0.09882775,0.10145682,0.30861719,0.07556751,1.31096474e-01,1.06153043e-01,8.30805438e-02,3.04151782e-02
81,0.09900600,0.10136662,0.30889073,0.07533681,1.30846239e-01,1.07223027e-01,8.30968995e-02,3.05316956e-02
82,0.09888711,0.10130542,0.30868564,0.07551588,1.31011789e-01,1.07680653e-01,8.30991262e-02,3.05914360e-02
83,0.09860913,0.10174053,0.30821405,0.07567545,1.31425117e-01,1.07819821e-01,8.31467326e-02,3.06523964e-02
84,0.09839341,0.10184335,0.30783607,0.07568327,1.31573777e-01,1.08093821e-01,8.33897340e-02,3.06975661e-02
85,0.09833783,0.10175757,0.30775869,0.07561838,1.31395900e-01,1.07645461e-01,8.33394860e-02,3.08192149e-02
86,0.09805761,0.10191117,0.30726677,0.07563138,1.31776763e-01,1.08536360e-01,8.35948198e-02,3.08370922e-02
87,0.09791769,0.10158257,0.30703871,0.07553439,1.31774887e-01,1.08172546e-01,8.35837918e-02,3.09503801e-02
88,0.09770313,0.10146213,0.30669769,0.07548103,1.31663049e-01,1.07844032e-01,8.35213992e-02,3.09620111e-02
89,0.09760852,0.10191410,0.30652488,0.07560787,1.31908802e-01,1.08402242e-01,8.34159245e-02,3.08396962e-02
90,0.09732686,0.10226065,0.30602781,0.07573568,1.32291974e-01,1.08584416e-01,8.37489485e-02,3.08229096e-02
91,0.09729471,0.10200522,0.30598425,0.07559761,1.32245273e-01,1.08062573e-01,8.35756537e-02,3.09763489e-02
92,0.09715988,0.10238838,0.30577426,0.07565610,1.32037410e-01,1.07997015e-01,8.35888646e-02,3.11283510e-02
93,0.09706743,0.10198389,0.30560454,0.07555976,1.32361335e-01,1.07771160e-01,8.37969271e-02,3.10504115e-02
94,0.09706611,0.10238092,0.30560843,0.07574484,1.32141727e-01,1.08060653e-01,8.37739662e-02,3.09586819e-02
95,0.09702041,0.10238202,0.30553911,0.07564107,1.32305958e-01,1.07545428e-01,8.38091454e-02,3.10684875e-02
96,0.09679429,0.10205559,0.30516260,0.07555556,1.32294882e-01,1.07453690e-01,8.37094895e-02,3.11726020e-02
97,0.09687728,0.10217851,0.30527713,0.07560177,1.32416810e-01,1.08399665e-01,8.38379621e-02,3.08859455e-02
98,0.09687329,0.10217530,0.30529122,0.07558425,1.32148316e-01,1.07977403e-01,8.36678341e-02,3.09487497e-02
99,0.09660996,0.10218689,0.30483725,0.07558363,1.32507224e-01,1.08110872e-01,8.38026965e-02,3.10453319e-02
100,0.09686549,0.10221326,0.30526313,0.07559506,1.32403159e-01,1.07954550e-01,8.38086588e-02,3.09519540e-02
101,0.09690010,0.10202572,0.30529239,0.07555189,1.32337023e-01,1.09112642e-01,8.38197994e-02,3.10837242e-02
102,0.09691713,0.10271667,0.30532467,0.07569629,1.32238543e-01,1.09189444e-01,8.37242760e-02,3.11003667e-02
103,0.09668855,0.10217830,0.30494072,0.07566604,1.32572441e-01,1.08820510e-01,8.38165183e-02,3.10402913e-02
104,0.09631264,0.10296268,0.30428721,0.07581164,1.32835114e-01,1.09169904e-01,8.39137304e-02,3.10024193e-02
105,0.09622073,0.10410820,0.30413038,0.07603037,1.32811650e-01,1.09587942e-01,8.40365918e-02,3.11484188e-02
106,0.09612816,0.10313143,0.30397549,0.07583778,1.32674936e-01,1.09726884e-01,8.39398655e-02,3.10333285e-02
107,0.09592951,0.10360768,0.30361882,0.07595090,1.32913468e-01,1.10227698e-01,8.39056868e-02,3.11716156e-02
108,0.09565198,0.10255420,0.30316483,0.07575999,1.33098678e-01,1.09927805e-01,8.38904832e-02,3.10449232e-02
109,0.09581286,0.10370771,0.30343199,0.07586293,1.33048596e-01,1.09736721e-01,8.39964879e-02,3.13435895e-02
110,0.09568173,0.10293816,0.30321794,0.07569735,1.33150031e-01,1.09580616e-01,8.38021012e-02,3.12570058e-02
111,0.09548753,0.10228355,0.30287934,0.07556681,1.33046916e-01,1.10043723e-01,8.40381088e-02,3.13071276e-02
112,0.09540945,0.10370480,0.30276883,0.07588752,1.33176409e-01,1.09144093e-01,8.39146900e-02,3.11015455e-02
113,0.09531466,0.10397039,0.30259892,0.07602749,1.33130004e-01,1.09326044e-01,8.39853249e-02,3.13481103e-02
114,0.09511039,0.10327589,0.30224458,0.07587014,1.33371406e-01,1.09546817e-01,8.39365112e-02,3.13690531e-02
115,0.09528080,0.10318886,0.30253639,0.07576431,1.33163097e-01,1.09611176e-01,8.39160900e-02,3.13546388e-02
116,0.09513007,0.10348702,0.30229596,0.07585350,1.33014462e-01,1.09985472e-01,8.39050827e-02,3.13510497e-02
117,0.09512708,0.10361202,0.30227871,0.07581778,1.33316756e-01,1.09386205e-01,8.39528353e-02,3.13800693e-02
118,0.09490766,0.10357957,0.30190763,0.07584785,1.33525286e-01,1.09279783e-01,8.39434487e-02,3.13357683e-02
119,0.09505388,0.10363584,0.30215827,0.07584804,1.33231502e-01,1.09295517e-01,8.40011782e-02,3.13898651e-02
120,0.09507371,0.10363173,0.30218306,0.07585014,1.33455706e-01,1.09339212e-01,8.39622282e-02,3.14464617e-02
121,0.09537669,0.10271664,0.30266634,0.07580738,1.33341429e-01,1.10062356e-01,8.41065943e-02,3.13495358e-02
122,0.09504244,0.10478098,0.30211018,0.07608112,1.33430176e-01,1.10594022e-01,8.40737671e-02,3.13944419e-02
123,0.09486019,0.10396965,0.30178457,0.07610663,1.33581054e-01,1.10575945e-01,8.39338020e-02,3.14413422e-02
124,0.09486607,0.10423243,0.30180071,0.07616331,1.33294275e-01,1.10952558e-01,8.38338914e-02,3.13549777e-02
125,0.09481522,0.10441514,0.30170478,0.07599019,1.33663837e-01,1.10707726e-01,8.39888574e-02,3.13682835e-02
126,0.09462784,0.10522251,0.30138654,0.07627560,1.33801266e-01,1.10672079e-01,8.39916138e-02,3.14013132e-02
