n,arch,status,test_rmse,elapsed_sec,activation,batch_size,coriolis_hidden,coriolis_matrix_form,correction_dropout,correction_reg_inertia_normalize,data_train_fraction,data_train_seed,dropout,early_stop_metric,early_stopping,ema_decay,enable_passivity_loss,epochs,feature_noise_std,friction_form,friction_hidden,frozen_lr_ratio,grad_clip_norm,gravity_hidden,hidden_layers,inertia_hidden,inertia_psd,joint_loss_weights,lambda_correction_decay,lambda_correction_reg,lambda_correction_reg_per_component,lambda_passivity,learning_rate,lr_scheduler,min_delta,optimizer,patience,phase2_max_epoch,phase2_min_epoch,phase2_plateau_threshold,phase2_plateau_window,phase2_start_epoch,phi_lr_ratio,physics_warmup_fraction,physics_weight,print_every,seed,snapshot_every,spectral_norm,stride,torch_compile,torch_compile_mode,use_friction_qdd,use_phys_cond,warm_restart_T_0,warm_restart_T_mult,warm_restart_eta_min,weight_decay
162,physreg,ok,0.090480,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
163,physreg,ok,0.090740,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
164,physreg,ok,0.090910,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,1.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
165,physreg,ok,0.091008,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
166,physreg,ok,0.091044,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,1.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
167,physreg,ok,0.091078,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
168,physreg,ok,0.091108,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
169,physreg,ok,0.091340,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
170,physreg,ok,0.091736,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
171,physreg,ok,0.091747,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
172,physreg,ok,0.091754,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,1.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
173,physreg,ok,0.091817,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
174,physreg,ok,0.091820,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
175,physreg,ok,0.091971,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
176,physreg,ok,0.091977,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,1.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
177,physreg,ok,0.092010,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
178,physreg,ok,0.092195,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
179,physreg,ok,0.092220,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,1.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
180,physreg,ok,0.092258,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
181,physreg,ok,0.092407,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
182,physreg,ok,0.092646,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
183,physreg,ok,0.092721,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
184,physreg,ok,0.093135,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
185,physreg,ok,0.093301,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
186,physreg,ok,0.093330,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
187,physreg,ok,0.093333,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
188,physreg,ok,0.093398,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
189,physreg,ok,0.093443,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
190,physreg,ok,0.094503,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
191,physreg,ok,0.094663,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
192,physreg,ok,0.094695,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
193,physreg,ok,0.094816,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
194,physreg,ok,0.095003,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.5,,42,0,,1,False,default,,,15,1,3e-06,0.005
195,physreg,ok,0.095325,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
196,physreg,ok,0.095327,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
197,physreg,ok,0.095795,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
198,physreg,ok,0.096174,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
199,physreg,ok,0.096292,0.0,silu,512,,,,,1.0,42,0.3,val_rmse,True,,,1000,0.02,,,,5.0,,128-256-128,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,2.0,,42,0,,1,False,default,,,15,1,3e-06,0.005
200,physreg,ok,0.096823,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.25,,42,0,,1,False,default,,,15,1,3e-06,0.005
201,physreg,ok,0.096933,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
202,physreg,ok,0.097008,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,256-512-256,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
203,physreg,ok,0.099049,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.1,,42,0,,1,False,default,,,15,1,3e-06,0.005
204,physreg,ok,0.102659,0.0,silu,512,,,,,1.0,42,0.1,val_rmse,True,,,1000,0.02,,,,5.0,,512-512-512,,,,,,,,0.0003,cosine_warm_restarts,1e-05,adamw,50,,,,,,0.1,0.05,0.05,,42,0,,1,False,default,,,15,1,3e-06,0.005
