architecture,epoch,train_rmse,val_rmse,overfit_gap
FNN,138,0.094961,0.0869445,-0.00801653
FNN,139,0.0948462,0.0866704,-0.00817581
FNN,140,0.0947881,0.0868003,-0.0079878
FNN,141,0.0947635,0.0864827,-0.00828077
FNN,142,0.0948155,0.086465,-0.00835047
FNN,143,0.0946831,0.0865488,-0.00813434
FNN,144,0.0945654,0.0869885,-0.00757691
FNN,145,0.0944111,0.0866968,-0.00771432
FNN,146,0.0945209,0.0863627,-0.00815824
FNN,147,0.094324,0.0870699,-0.00725411
FNN,148,0.0944239,0.0864963,-0.00792758
FNN,149,0.094253,0.0868575,-0.00739554
FNN,150,0.0944133,0.0865923,-0.007821
FNN,151,0.0944066,0.0867108,-0.00769576
FNN,152,0.0941994,0.0865696,-0.00762983
FNN,153,0.0941931,0.0865195,-0.00767359
FNN,154,0.0941837,0.0865558,-0.00762792
FNN,155,0.0941266,0.0861195,-0.00800718
FNN,156,0.0939515,0.0862838,-0.00766769
FNN,157,0.0939902,0.0861393,-0.00785083
FNN,158,0.094068,0.0865293,-0.00753869
FNN,159,0.0939689,0.0861799,-0.00778898
FNN,160,0.0938562,0.0863519,-0.00750428
FNN,161,0.0938411,0.0865084,-0.00733276
FNN,162,0.0938592,0.0862849,-0.00757428
FNN,163,0.0937045,0.0858619,-0.0078426
FNN,164,0.0936819,0.086184,-0.00749786
FNN,165,0.0938102,0.0867455,-0.00706471
FNN,166,0.0936744,0.0861552,-0.00751913
FNN,167,0.0937894,0.0862617,-0.00752765
FNN,168,0.0937101,0.0868632,-0.0068469
FNN,169,0.0936746,0.0865696,-0.00710505
FNN,170,0.0934166,0.0869012,-0.0065154
FNN,171,0.0935017,0.0861978,-0.00730386
FNN,172,0.0936901,0.0866033,-0.00708677
FNN,173,0.0934259,0.0864335,-0.00699239
FNN,174,0.093432,0.0861149,-0.00731712
FNN,175,0.0932729,0.0866487,-0.00662423
FNN,176,0.0933527,0.0866365,-0.00671625
FNN,177,0.0933807,0.0865974,-0.00678329
FNN,178,0.0932788,0.0860625,-0.00721626
FNN,179,0.0932798,0.0860233,-0.0072565
FNN,180,0.0932034,0.086539,-0.00666445
FNN,181,0.0932005,0.0865398,-0.0066607
FNN,182,0.0932393,0.0860929,-0.00714638
FNN,183,0.093089,0.0866081,-0.00648096
FNN,184,0.0930351,0.0863693,-0.00666589
FNN,185,0.0930212,0.0859989,-0.00702235
FNN,186,0.0930101,0.0860021,-0.00700803
FNN,187,0.0930333,0.0865844,-0.00644887
FNN,188,0.0931669,0.0866149,-0.006552
FNN,189,0.0930881,0.0859763,-0.00711183
FNN,190,0.0927759,0.0865634,-0.00621244
FNN,191,0.0928543,0.0862162,-0.00663805
FNN,192,0.0928935,0.0860141,-0.00687936
FNN,193,0.0927629,0.0863792,-0.00638377
FNN,194,0.0927507,0.0865806,-0.00617011
FNN,195,0.0927108,0.0863196,-0.00639114
FNN,196,0.0926287,0.0858065,-0.00682214
FNN,197,0.0926457,0.0862092,-0.00643656
FNN,198,0.0929071,0.0865935,-0.0063136
FNN,199,0.0925716,0.0863713,-0.00620029
FNN,200,0.0925853,0.0860464,-0.00653894
FNN,201,0.0926436,0.0862459,-0.00639762
FNN,202,0.0925495,0.0863651,-0.00618435
FNN,203,0.0925637,0.0860119,-0.00655177
FNN,204,0.0925599,0.0861942,-0.00636578
FNN,205,0.0925181,0.0862931,-0.00622503
FNN,206,0.0924833,0.0860103,-0.00647295
FNN,207,0.0924044,0.0861998,-0.00620461
FNN,208,0.0923376,0.0866635,-0.00567402
FNN,209,0.0924291,0.086546,-0.00588306
FNN,210,0.0923609,0.0859505,-0.00641047
FNN,211,0.0925038,0.0865003,-0.00600355
FNN,212,0.0922781,0.0863696,-0.00590857
FNN,213,0.0922081,0.0866507,-0.00555737
FNN,214,0.0922139,0.0862014,-0.00601245
FNN,215,0.0923,0.0862186,-0.00608138
FNN,216,0.0923289,0.0861077,-0.00622116
FNN,217,0.0922678,0.0861588,-0.00610898
FNN,218,0.0922294,0.0864509,-0.00577853
FNN,219,0.0920776,0.0861605,-0.00591709
FNN,220,0.0921426,0.0862416,-0.00590102
FNN,221,0.0921197,0.0867373,-0.00538234
FNN,222,0.0920602,0.0862352,-0.00582507
FNN,223,0.0920507,0.0863487,-0.00570196
FNN,224,0.0919818,0.0864642,-0.00551767
FNN,225,0.091842,0.0862672,-0.0055748
FNN,226,0.0919731,0.0861134,-0.00585978
FNN,227,0.0919672,0.0861339,-0.00583331
FNN,228,0.0920309,0.0862481,-0.00578281
FNN,229,0.091996,0.0860588,-0.00593723
FNN,230,0.0918927,0.0859355,-0.00595718
FNN,231,0.0919753,0.0856273,-0.00634804
FNN,232,0.0918581,0.0857873,-0.00607073
FNN,233,0.0918672,0.0859559,-0.00591134
FNN,234,0.0918378,0.0859188,-0.00591899
FNN,235,0.091896,0.0862393,-0.00565667
FNN,236,0.0917862,0.0863637,-0.00542247
FNN,237,0.0917475,0.086668,-0.00507943
FNN,238,0.0917238,0.0858919,-0.00583188
FNN,239,0.0917316,0.0864247,-0.00530692
FNN,240,0.0916357,0.0865061,-0.0051296
FNN,241,0.0916917,0.0857486,-0.0059431
FNN,242,0.0917499,0.0862659,-0.00548392
FNN,243,0.0914621,0.0857195,-0.00574262
FNN,244,0.0916139,0.0864374,-0.00517649
FNN,245,0.0916701,0.0862685,-0.00540158
FNN,246,0.0916855,0.0862532,-0.00543227
FNN,247,0.0915299,0.0863593,-0.00517052
FNN,248,0.0914778,0.086377,-0.00510081
FNN,249,0.091558,0.0861649,-0.00539304
FNN,250,0.0913373,0.0859509,-0.00538638
FNN,251,0.0914449,0.086445,-0.0049999
FNN,252,0.0914698,0.0863266,-0.00514322
FNN,253,0.091373,0.0857116,-0.00566148
FNN,254,0.0914923,0.0862207,-0.00527165
FNN,255,0.0914169,0.086139,-0.00527795
FNN,256,0.0914419,0.0861909,-0.00525096
FNN,257,0.0913289,0.0860244,-0.00530445
FNN,258,0.0914936,0.085728,-0.00576565
FNN,259,0.0913018,0.0857635,-0.00553823
FNN,260,0.091317,0.0861455,-0.00517153
FNN,261,0.0914395,0.086011,-0.00542843
FNN,262,0.0914105,0.0862032,-0.00520726
FNN,263,0.0912547,0.0865812,-0.00467346
FNN,264,0.0912187,0.0862588,-0.00495988
FNN,265,0.0912545,0.0862798,-0.00497477
FNN,266,0.0912552,0.0861944,-0.00506079
FNN,267,0.0911746,0.0861238,-0.00505077
FNN,268,0.0911826,0.0858436,-0.005339
FNN,269,0.0912084,0.085754,-0.0054544
FNN,270,0.0912456,0.0855607,-0.00568495
FNN,271,0.0911937,0.0862596,-0.00493413
FNN,272,0.0912241,0.0860634,-0.00516077
FNN,273,0.0910371,0.0858692,-0.00516788
FNN,274,0.09108,0.08614,-0.00493995
FNN,275,0.0911474,0.0859607,-0.0051867
FNN,276,0.0911381,0.0860172,-0.00512084
FNN,277,0.0911478,0.0859483,-0.00519947
FNN,278,0.0910711,0.0859272,-0.00514384
FNN,279,0.0909217,0.086259,-0.00466266
FNN,280,0.0911325,0.0864478,-0.00468472
FNN,281,0.0910458,0.0859916,-0.00505415
FNN,282,0.0911451,0.0857517,-0.00539338
FNN,283,0.090963,0.0860486,-0.00491444
FNN,284,0.0909816,0.0862308,-0.00475081
FNN,285,0.0910551,0.0864923,-0.00456281
FNN,286,0.0908857,0.0854414,-0.00544426
FNN,287,0.0908539,0.0861161,-0.0047378
FNN,288,0.0909646,0.0860953,-0.0048693
FNN,289,0.0909556,0.0864078,-0.00454783
FNN,290,0.0909934,0.0859198,-0.00507363
FNN,291,0.0908485,0.0860755,-0.00477295
FNN,292,0.0906582,0.0861452,-0.004513
FNN,293,0.090929,0.0857741,-0.00515492
FNN,294,0.0908749,0.0858667,-0.00500821
FNN,295,0.0908864,0.0857335,-0.00515281
FNN,296,0.0907847,0.0852938,-0.0054909
FNN,297,0.090913,0.0860968,-0.00481619
FNN,298,0.0907813,0.0857135,-0.0050678
FNN,299,0.0907908,0.0860985,-0.0046923
FNN,300,0.0906807,0.0858814,-0.00479928
FNN,301,0.0907485,0.086054,-0.00469447
FNN,302,0.0907968,0.0859203,-0.00487649
FNN,303,0.0908632,0.0858499,-0.00501333
FNN,304,0.0908181,0.0856768,-0.00514127
FNN,305,0.0907042,0.0860115,-0.00469274
FNN,306,0.090726,0.086023,-0.004703
FNN,307,0.0906674,0.0862291,-0.00443836
FNN,308,0.0906688,0.0860199,-0.0046489
FNN,309,0.0906198,0.0857843,-0.0048355
FNN,310,0.0906366,0.0861598,-0.00447683
FNN,311,0.0907159,0.0860584,-0.0046575
FNN,312,0.0907496,0.0857657,-0.00498392
FNN,313,0.090551,0.0859048,-0.00464628
FNN,314,0.0905077,0.0856181,-0.00488963
FNN,315,0.0905301,0.0859608,-0.0045693
FNN,316,0.0905648,0.0860362,-0.00452865
FNN,317,0.0904481,0.0857007,-0.00474737
FNN,318,0.0905929,0.0855936,-0.00499932
FNN,319,0.0906274,0.0860381,-0.00458936
FNN,320,0.0904996,0.0859266,-0.00457293
FNN,321,0.0903808,0.086083,-0.00429773
FNN,322,0.0905756,0.0861578,-0.00441782
FNN,323,0.0905817,0.0859732,-0.00460847
FNN,324,0.0903896,0.0856462,-0.00474339
FNN,325,0.0905251,0.0857844,-0.00474074
FNN,326,0.0905376,0.0856498,-0.00488779
FNN,327,0.0904523,0.0856472,-0.00480519
FNN,328,0.0904675,0.0856205,-0.00484696
FNN,329,0.0905481,0.0857216,-0.00482647
FNN,330,0.0904496,0.0860807,-0.0043689
FNN,331,0.0905102,0.0858063,-0.00470396
FNN,332,0.0903663,0.0857376,-0.00462872
FNN,333,0.0903911,0.0860283,-0.00436273
FNN,334,0.090341,0.0858032,-0.00453783
FNN,335,0.0903362,0.0859051,-0.00443106
FNN,336,0.0902605,0.0861243,-0.00413623
FNN,337,0.0903865,0.0858835,-0.00450301
FNN,338,0.0903998,0.0861586,-0.00424123
FNN,339,0.0902524,0.08592,-0.00433247
FNN,340,0.0902289,0.0859595,-0.00426942
FNN,341,0.0902615,0.0855565,-0.00470502
FNN,342,0.0903619,0.0858728,-0.00448908
FNN,343,0.0902262,0.0857597,-0.00446646
FNN,344,0.0902003,0.0858684,-0.00433189
FNN,345,0.0902626,0.0859328,-0.00432984
FNN,346,0.0903202,0.0861047,-0.00421548
Physics-Reg.,1,0.223181,0.121403,-0.101778
Physics-Reg.,2,0.161015,0.105481,-0.0555334
Physics-Reg.,3,0.138979,0.0985121,-0.0404671
Physics-Reg.,4,0.125901,0.0953477,-0.0305529
Physics-Reg.,5,0.117156,0.0929988,-0.0241573
Physics-Reg.,6,0.110688,0.0905306,-0.0201572
Physics-Reg.,7,0.105979,0.0892575,-0.016722
Physics-Reg.,8,0.102133,0.0880738,-0.0140596
Physics-Reg.,9,0.0992048,0.087011,-0.0121938
Physics-Reg.,10,0.0965201,0.0859322,-0.0105879
Physics-Reg.,11,0.0941859,0.0850255,-0.00916045
Physics-Reg.,12,0.092291,0.0847869,-0.00750407
Physics-Reg.,13,0.0904051,0.084453,-0.00595213
Physics-Reg.,14,0.0888643,0.0838763,-0.00498797
Physics-Reg.,15,0.0872625,0.0837689,-0.00349354
Physics-Reg.,16,0.0858407,0.0837066,-0.00213401
Physics-Reg.,17,0.0845516,0.0834817,-0.00106992
Physics-Reg.,18,0.0833925,0.082241,-0.00115147
Physics-Reg.,19,0.0821812,0.0829007,0.00071949
Physics-Reg.,20,0.0810817,0.0819244,0.00084276
Physics-Reg.,21,0.0802267,0.0820555,0.00182882
Physics-Reg.,22,0.0792837,0.0815851,0.00230142
Physics-Reg.,23,0.0784743,0.0819061,0.00343179
Physics-Reg.,24,0.0777371,0.0810286,0.00329149
Physics-Reg.,25,0.0770522,0.08082,0.00376776
Physics-Reg.,26,0.0763694,0.0807827,0.00441332
Physics-Reg.,27,0.075812,0.0807362,0.00492424
Physics-Reg.,28,0.0752597,0.0802764,0.0050167
Physics-Reg.,29,0.0746613,0.0799428,0.0052815
Physics-Reg.,30,0.0741964,0.0799955,0.00579918
Physics-Reg.,31,0.0738028,0.0794254,0.00562268
Physics-Reg.,32,0.0733963,0.079718,0.0063217
Physics-Reg.,33,0.0731119,0.0795032,0.00639131
Physics-Reg.,34,0.0727114,0.0794449,0.00673353
Physics-Reg.,35,0.0725205,0.0797353,0.00721486
Physics-Reg.,36,0.0722813,0.0796516,0.00737024
Physics-Reg.,37,0.0720029,0.0796181,0.00761519
Physics-Reg.,38,0.0717784,0.0799662,0.00818775
Physics-Reg.,39,0.071559,0.0793697,0.00781069
Physics-Reg.,40,0.0714153,0.0789465,0.00753115
Physics-Reg.,41,0.0712753,0.0790408,0.00776543
Physics-Reg.,42,0.0712173,0.079356,0.00813868
Physics-Reg.,43,0.0710911,0.079059,0.00796796
Physics-Reg.,44,0.0709662,0.079318,0.00835179
Physics-Reg.,45,0.070927,0.0796138,0.00868679
Physics-Reg.,46,0.070813,0.0804064,0.00959343
Physics-Reg.,47,0.0707886,0.0791121,0.00832353
Physics-Reg.,48,0.0707493,0.0796323,0.00888299
Physics-Reg.,49,0.070767,0.0796181,0.00885111
Physics-Reg.,50,0.070649,0.0793074,0.00865849
Physics-Reg.,51,0.0707236,0.0804625,0.00973887
Physics-Reg.,52,0.0706794,0.079233,0.00855356
Physics-Reg.,53,0.0706936,0.0799439,0.00925035
Physics-Reg.,54,0.0707684,0.0799933,0.00922489
Physics-Reg.,55,0.0707307,0.0797986,0.00906794
Physics-Reg.,56,0.070804,0.0803047,0.00950067
Physics-Reg.,57,0.0708748,0.0803631,0.00948831
Physics-Reg.,58,0.0709487,0.0798667,0.00891799
Physics-Reg.,59,0.0709333,0.0801276,0.00919434
Physics-Reg.,60,0.0710713,0.080458,0.00938671
Physics-Reg.,61,0.071258,0.080677,0.00941898
Physics-Reg.,62,0.0711682,0.0807944,0.00962615
Physics-Reg.,63,0.0713682,0.0806779,0.00930968
Physics-Reg.,64,0.0713753,0.0806301,0.00925482
Physics-Reg.,65,0.0715114,0.0807564,0.00924504
Physics-Reg.,66,0.071663,0.0813964,0.00973345
Physics-Reg.,67,0.0717701,0.0806861,0.00891597
Physics-Reg.,68,0.0718021,0.0813115,0.00950938
Physics-Reg.,69,0.0719434,0.0812419,0.00929848
Physics-Reg.,70,0.0720682,0.0815778,0.00950957
Physics-Reg.,71,0.0721699,0.0815911,0.00942113
Physics-Reg.,72,0.0723317,0.0817777,0.00944602
Physics-Reg.,73,0.0724381,0.0813076,0.00886955
Physics-Reg.,74,0.0725021,0.0811343,0.0086322
Physics-Reg.,75,0.0726745,0.0813686,0.00869406
Physics-Reg.,76,0.0725704,0.0811922,0.00862178
Physics-Reg.,77,0.0724747,0.081276,0.00880135
Physics-Reg.,78,0.0723987,0.081434,0.00903535
Physics-Reg.,79,0.0722758,0.081692,0.00941617
Physics-Reg.,80,0.0721418,0.0817662,0.00962442
Physics-Reg.,81,0.0721145,0.0815467,0.00943222
Physics-Reg.,82,0.0719934,0.0815987,0.00960532
Physics-Reg.,83,0.0718827,0.0815672,0.00968449
Physics-Reg.,84,0.0717801,0.0816781,0.00989799
Physics-Reg.,85,0.0716746,0.0819821,0.0103076
Physics-Reg.,86,0.0716534,0.0821459,0.0104925
Physics-Reg.,87,0.0715451,0.0815095,0.00996435
Physics-Reg.,88,0.0714666,0.0819186,0.010452
Physics-Reg.,89,0.0713667,0.0817675,0.0104008
Physics-Reg.,90,0.0713278,0.0820541,0.0107263
Physics-Reg.,91,0.0711898,0.081333,0.0101432
Physics-Reg.,92,0.0711869,0.0814821,0.0102953
Physics-Reg.,93,0.0710937,0.0816435,0.0105498
Physics-Reg.,94,0.0710107,0.0814209,0.0104102
Physics-Reg.,95,0.0709368,0.0819521,0.0110153
Physics-Reg.,96,0.0708821,0.0815753,0.0106932
Physics-Reg.,97,0.0707338,0.0819951,0.0112613
Physics-Reg.,98,0.0707729,0.0815911,0.0108183
Physics-Reg.,99,0.0705938,0.0815245,0.0109307
Physics-Reg.,100,0.0706096,0.0818618,0.0112522
Physics-Reg.,101,0.0705343,0.0816152,0.0110809
Physics-Reg.,102,0.070461,0.0816925,0.0112315
Physics-Reg.,103,0.0704526,0.0816252,0.0111726
Physics-Reg.,104,0.0703243,0.0812294,0.0109051
Physics-Reg.,105,0.0703069,0.0816039,0.011297
Physics-Reg.,106,0.0702675,0.0818336,0.011566
Physics-Reg.,107,0.0701756,0.0820932,0.0119176
Physics-Reg.,108,0.0701191,0.0818505,0.0117315
Physics-Reg.,109,0.0701043,0.0813729,0.0112686
Physics-Reg.,110,0.0700169,0.0821139,0.0120969
Physics-Reg.,111,0.0699863,0.0816621,0.0116758
Physics-Reg.,112,0.0698727,0.0818386,0.0119659
Physics-Reg.,113,0.069888,0.0816396,0.0117515
Physics-Reg.,114,0.0698425,0.082161,0.0123185
Physics-Reg.,115,0.0697346,0.0818639,0.0121292
Physics-Reg.,116,0.0697023,0.0816752,0.0119729
Physics-Reg.,117,0.0696739,0.0810328,0.0113589
Physics-Reg.,118,0.0696295,0.0811993,0.0115698
Physics-Reg.,119,0.0695474,0.0819012,0.0123538
Physics-Reg.,120,0.0695418,0.0818661,0.0123243
Physics-Reg.,121,0.0695064,0.0812345,0.0117281
Physics-Reg.,122,0.0694174,0.0815215,0.0121042
Physics-Reg.,123,0.0693654,0.0811147,0.0117492
Physics-Reg.,124,0.0693454,0.0815045,0.0121592
Physics-Reg.,125,0.069308,0.0812398,0.0119318
EDR,1,0.0765359,0.0695375,-0.00699835
EDR,2,0.0738487,0.0668147,-0.00703397
EDR,3,0.0721617,0.0660502,-0.00611146
EDR,4,0.0713936,0.0655646,-0.00582899
EDR,5,0.0708685,0.065186,-0.00568249
EDR,6,0.0704315,0.0648422,-0.00558939
EDR,7,0.0700847,0.0645585,-0.00552621
EDR,8,0.0697926,0.0643521,-0.00544051
EDR,9,0.0695913,0.0642508,-0.00534043
EDR,10,0.069451,0.0641164,-0.00533464
EDR,11,0.0692815,0.0639975,-0.00528397
EDR,12,0.0691516,0.0638947,-0.00525692
EDR,13,0.0690045,0.0637722,-0.00523228
EDR,14,0.0688583,0.0636582,-0.00520012
EDR,15,0.0687175,0.0635251,-0.0051924
EDR,16,0.0685385,0.0633531,-0.00518543
EDR,17,0.0684153,0.0633139,-0.00510149
EDR,18,0.0682732,0.0632428,-0.0050304
EDR,19,0.0681331,0.063148,-0.00498511
EDR,20,0.0680267,0.0631838,-0.00484293
EDR,21,0.0679303,0.0629675,-0.0049628
EDR,22,0.0677564,0.0629913,-0.00476513
EDR,23,0.0676568,0.0629943,-0.00466255
EDR,24,0.0675304,0.0628052,-0.0047252
EDR,25,0.0674369,0.0627495,-0.00468744
EDR,26,0.067327,0.0626399,-0.00468714
EDR,27,0.0672012,0.0626811,-0.00452003
EDR,28,0.0670664,0.06256,-0.00450634
EDR,29,0.0669549,0.0624261,-0.0045288
EDR,30,0.0667991,0.0623224,-0.00447665
EDR,31,0.06664,0.0622987,-0.00434135
EDR,32,0.0665365,0.0621868,-0.00434973
EDR,33,0.0664173,0.0621058,-0.00431146
EDR,34,0.066253,0.0618687,-0.00438432
EDR,35,0.0660808,0.0619177,-0.00416319
EDR,36,0.06595,0.0618074,-0.00414261
EDR,37,0.0657899,0.0615977,-0.00419219
EDR,38,0.0656542,0.0615962,-0.004058
EDR,39,0.0654657,0.0613861,-0.00407966
EDR,40,0.0652933,0.0612503,-0.00404302
EDR,41,0.0651384,0.0611725,-0.00396584
EDR,42,0.0649804,0.0610368,-0.00394361
EDR,43,0.0648139,0.0608091,-0.00400478
EDR,44,0.0646181,0.060753,-0.00386509
EDR,45,0.0644437,0.0605614,-0.00388236
EDR,46,0.0642783,0.0604384,-0.00383988
EDR,47,0.0641147,0.0603677,-0.00374703
EDR,48,0.0639136,0.0602841,-0.0036295
EDR,49,0.0637524,0.0602114,-0.00354103
EDR,50,0.0636134,0.0600965,-0.00351693
EDR,51,0.063404,0.0598908,-0.0035132
EDR,52,0.0632799,0.0597601,-0.00351979
EDR,53,0.0630635,0.059628,-0.00343552
EDR,54,0.0629332,0.0593335,-0.00359967
EDR,55,0.0627764,0.0593166,-0.00345975
EDR,56,0.0626599,0.0591991,-0.00346076
EDR,57,0.0624248,0.0591661,-0.00325871
EDR,58,0.0622943,0.058805,-0.00348931
EDR,59,0.0621683,0.0587265,-0.00344179
EDR,60,0.0619814,0.0587183,-0.00326314
EDR,61,0.0619069,0.0584979,-0.00340903
EDR,62,0.0617633,0.0582922,-0.00347107
EDR,63,0.0616009,0.058194,-0.00340689
EDR,64,0.0615312,0.0579784,-0.00355277
EDR,65,0.0614009,0.0580624,-0.00333843
EDR,66,0.061245,0.0578596,-0.00338546
EDR,67,0.0611866,0.0577749,-0.00341167
EDR,68,0.0610374,0.0577165,-0.0033209
EDR,69,0.0609778,0.057544,-0.00343378
EDR,70,0.060907,0.0574005,-0.00350653
EDR,71,0.0607879,0.0573568,-0.00343114
EDR,72,0.0607294,0.0573083,-0.00342117
EDR,73,0.0606254,0.0571443,-0.00348118
EDR,74,0.0605158,0.0573126,-0.00320322
EDR,75,0.060435,0.0571064,-0.00332865
