architecture,epoch,train_rmse,val_rmse,overfit_gap
Physics-Reg.,709,0.076605,0.0798295,0.00322448
Physics-Reg.,710,0.0765192,0.0799071,0.00338789
Physics-Reg.,711,0.0764209,0.0797017,0.00328075
Physics-Reg.,712,0.0763563,0.0798867,0.0035304
Physics-Reg.,713,0.0763531,0.0801638,0.00381068
Physics-Reg.,714,0.0765098,0.0798392,0.00332942
Physics-Reg.,715,0.076485,0.0799566,0.00347159
Physics-Reg.,716,0.0764642,0.0798367,0.00337254
Physics-Reg.,717,0.0764511,0.0796571,0.00320605
EDR,1,0.0998962,0.0906683,-0.00922789
EDR,2,0.0965951,0.0899749,-0.00662021
EDR,3,0.095586,0.0896264,-0.00595958
EDR,4,0.0949253,0.0895546,-0.00537061
EDR,5,0.0944788,0.0895743,-0.00490447
EDR,6,0.0940926,0.0895177,-0.00457497
EDR,7,0.0937948,0.0891314,-0.00466346
EDR,8,0.0935722,0.0891995,-0.00437273
EDR,9,0.0933372,0.0892083,-0.00412889
EDR,10,0.093185,0.0890677,-0.0041173
EDR,11,0.0930665,0.0890879,-0.0039786
EDR,12,0.0930191,0.0889668,-0.00405222
EDR,13,0.0929299,0.0890372,-0.00389267
EDR,14,0.0929128,0.0890192,-0.00389358
EDR,15,0.0928855,0.0890205,-0.00386497
EDR,16,0.0886604,0.0826249,-0.00603549
EDR,17,0.086239,0.0815522,-0.0046868
EDR,18,0.0851636,0.0809698,-0.00419374
EDR,19,0.0844282,0.0808488,-0.00357946
EDR,20,0.0838643,0.081025,-0.00283935
EDR,21,0.0833801,0.0808189,-0.00256124
EDR,22,0.0829807,0.0807202,-0.00226042
EDR,23,0.0826569,0.0808108,-0.00184605
EDR,24,0.0823659,0.0810982,-0.00126765
EDR,25,0.0821884,0.0810145,-0.00117392
EDR,26,0.082025,0.0808153,-0.00120974
EDR,27,0.0819548,0.0810057,-0.00094901
EDR,28,0.0818659,0.0809194,-0.00094653
EDR,29,0.0818539,0.080922,-0.00093188
EDR,30,0.0818302,0.0809179,-0.00091229
EDR,31,0.0817731,0.080978,-0.00079507
EDR,32,0.0813692,0.0809308,-0.00043836
EDR,33,0.0810375,0.0814248,0.00038727
EDR,34,0.080666,0.0813768,0.00071081
EDR,35,0.0803909,0.0814686,0.00107768
EDR,36,0.0800991,0.0814946,0.00139556
EDR,37,0.0798497,0.0814667,0.00161697
EDR,38,0.0796816,0.0814497,0.00176816
EDR,39,0.0795552,0.0815158,0.00196063
EDR,40,0.0794779,0.0815455,0.00206761
EDR,41,0.0793256,0.081705,0.00237941
EDR,42,0.0792117,0.0815685,0.00235681
EDR,43,0.079182,0.0815211,0.00233906
EDR,44,0.0791434,0.0815334,0.00239003
EDR,45,0.079151,0.0815523,0.00240128
EDR,46,0.0791246,0.08136,0.00223542
EDR,47,0.0789417,0.0816975,0.00275577
EDR,48,0.0786912,0.0820178,0.0033266
EDR,49,0.0784542,0.0816685,0.0032143
EDR,50,0.0782264,0.0820206,0.00379414
EDR,51,0.0780254,0.0819765,0.00395113
EDR,52,0.0778659,0.0819498,0.00408393
EDR,53,0.0777306,0.081929,0.00419841
EDR,54,0.0775401,0.0819592,0.00441916
EDR,55,0.0774892,0.0816783,0.00418913
EDR,56,0.077434,0.0819591,0.00452509
EDR,57,0.0773471,0.0819228,0.00457572
EDR,58,0.077297,0.0818826,0.00458561
EDR,59,0.0772497,0.0818684,0.00461871
EDR,60,0.0772576,0.081867,0.00460938
EDR,61,0.0772656,0.0820189,0.0047534
EDR,62,0.0770608,0.0821509,0.00509011
EDR,63,0.0768793,0.0821044,0.00522515
EDR,64,0.0766567,0.0818476,0.00519083
EDR,65,0.0765685,0.0819578,0.00538937
EDR,66,0.0764435,0.0820248,0.00558124
EDR,67,0.0762724,0.0818962,0.00562381
EDR,68,0.0761268,0.0818217,0.00569497
EDR,69,0.0760546,0.0819566,0.00590202
EDR,70,0.0759755,0.0816221,0.00564662
EDR,71,0.0758879,0.0818045,0.00591668
EDR,72,0.0758751,0.0817227,0.00584755
